zip,lat,lon,state,state_code
85750,32.2974,-110.8404,Arizona,AZ
85751,32.2217,-110.9265,Arizona,AZ
85752,32.2217,-110.9265,Arizona,AZ
85754,32.2217,-110.9265,Arizona,AZ
85755,32.4227,-110.9768,Arizona,AZ
85756,32.0839,-110.9004,Arizona,AZ
85757,32.1336,-111.0973,Arizona,AZ
85775,32.2217,-110.9265,Arizona,AZ
85117,33.3284,-111.327,Arizona,AZ
85118,33.3284,-111.3502,Arizona,AZ
85119,33.4001,-111.5028,Arizona,AZ
85120,33.3931,-111.5768,Arizona,AZ
85121,33.1405,-111.9128,Arizona,AZ
85122,32.8905,-111.754,Arizona,AZ
85123,32.7559,-111.671,Arizona,AZ
85128,32.9574,-111.5344,Arizona,AZ
85130,32.8151,-111.7054,Arizona,AZ
85131,32.7509,-111.5833,Arizona,AZ
85132,32.9969,-111.3612,Arizona,AZ
85137,33.0594,-110.9123,Arizona,AZ
85138,33.0073,-111.9324,Arizona,AZ
85139,32.9576,-112.0534,Arizona,AZ
85140,33.1911,-111.528,Arizona,AZ
85141,32.6686,-111.4549,Arizona,AZ
85143,33.1911,-111.528,Arizona,AZ
85144,33.1911,-111.528,Arizona,AZ
85145,32.58,-111.341,Arizona,AZ
85147,33.1234,-111.7384,Arizona,AZ
85172,32.8823,-111.966,Arizona,AZ
85173,33.2887,-111.0985,Arizona,AZ
85178,33.405,-111.547,Arizona,AZ
85191,32.9827,-111.4429,Arizona,AZ
85193,32.8554,-111.7973,Arizona,AZ
85194,32.8984,-111.6261,Arizona,AZ
85618,32.7239,-110.644,Arizona,AZ
85623,32.6005,-110.7961,Arizona,AZ
85631,32.6209,-110.5992,Arizona,AZ
85658,32.4305,-111.1459,Arizona,AZ
85611,31.6598,-110.5254,Arizona,AZ
85621,31.377,-110.9435,Arizona,AZ
85624,31.5353,-110.6968,Arizona,AZ
85628,31.532,-110.9093,Arizona,AZ
85637,31.6731,-110.6188,Arizona,AZ
85640,31.5696,-111.0534,Arizona,AZ
85645,31.6723,-111.0986,Arizona,AZ
85646,31.6126,-111.0459,Arizona,AZ
85648,31.5084,-111.0757,Arizona,AZ
85662,31.532,-110.9093,Arizona,AZ
85324,34.0755,-112.134,Arizona,AZ
85332,34.1764,-112.768,Arizona,AZ
85362,34.2508,-112.7567,Arizona,AZ
86301,34.5917,-112.4265,Arizona,AZ
86302,34.5749,-112.4915,Arizona,AZ
86303,34.4958,-112.3783,Arizona,AZ
86304,34.5967,-112.4907,Arizona,AZ
86305,34.8185,-112.9584,Arizona,AZ
86312,34.6683,-112.3078,Arizona,AZ
86313,34.7067,-112.3977,Arizona,AZ
86314,34.6019,-112.3264,Arizona,AZ
86315,34.7055,-112.2639,Arizona,AZ
86320,35.215,-112.5027,Arizona,AZ
86321,34.5785,-113.1755,Arizona,AZ
86322,34.5697,-111.8551,Arizona,AZ
86323,34.7757,-112.4731,Arizona,AZ
86324,34.7711,-112.0579,Arizona,AZ
86325,34.7256,-111.9086,Arizona,AZ
86326,34.7055,-112.0091,Arizona,AZ
86327,34.5368,-112.2567,Arizona,AZ
86329,34.5009,-112.2374,Arizona,AZ
86331,34.7486,-112.1086,Arizona,AZ
86332,34.4541,-112.8966,Arizona,AZ
86333,34.3655,-112.1296,Arizona,AZ
86334,35.0313,-112.5441,Arizona,AZ
86335,34.638,-111.7842,Arizona,AZ
86337,35.3212,-112.9548,Arizona,AZ
86338,34.5053,-112.6855,Arizona,AZ
86340,34.7067,-112.3977,Arizona,AZ
86341,34.7766,-111.7679,Arizona,AZ
86342,34.6417,-111.7872,Arizona,AZ
86343,34.2241,-112.334,Arizona,AZ
85333,32.8679,-113.4631,Arizona,AZ
85336,32.5545,-114.785,Arizona,AZ
85347,32.7517,-113.9891,Arizona,AZ
85349,32.487,-114.7822,Arizona,AZ
85350,32.5634,-114.7127,Arizona,AZ
85352,32.6934,-113.9763,Arizona,AZ
85356,32.6935,-114.1561,Arizona,AZ
85364,32.7015,-114.6424,Arizona,AZ
85365,32.7093,-114.4905,Arizona,AZ
85366,32.61,-114.6312,Arizona,AZ
85367,32.6566,-114.4042,Arizona,AZ
85369,32.7253,-114.6244,Arizona,AZ
94501,37.7706,-122.2648,California,CA
94502,37.7351,-122.2431,California,CA
94536,37.5605,-121.9999,California,CA
94537,37.6802,-121.9215,California,CA
94538,37.5308,-121.9712,California,CA
94539,37.5176,-121.9287,California,CA
94540,37.6802,-121.9215,California,CA
94541,37.674,-122.0894,California,CA
94542,37.6586,-122.0472,California,CA
94543,37.6688,-122.0808,California,CA
94544,37.6374,-122.067,California,CA
94545,37.6332,-122.0971,California,CA
94546,37.7015,-122.0782,California,CA
94550,37.683,-121.763,California,CA
94551,37.7526,-121.77,California,CA
94552,37.7131,-122.0381,California,CA
94555,37.5735,-122.0469,California,CA
94557,37.6802,-121.9215,California,CA
94560,37.5368,-122.032,California,CA
94566,37.6658,-121.8755,California,CA
94568,37.7166,-121.9226,California,CA
94577,37.7205,-122.1587,California,CA
94578,37.7024,-122.124,California,CA
94579,37.6892,-122.1507,California,CA
94580,37.6787,-122.1295,California,CA
94586,37.6094,-121.8986,California,CA
94587,37.5895,-122.0497,California,CA
94588,37.6873,-121.8957,California,CA
94601,37.7806,-122.2166,California,CA
94602,37.8011,-122.2104,California,CA
94603,37.7402,-122.171,California,CA
94604,37.8044,-122.2708,California,CA
94605,37.7641,-122.1633,California,CA
94606,37.7957,-122.2429,California,CA
94607,37.8071,-122.2851,California,CA
94608,37.8365,-122.2804,California,CA
94609,37.8361,-122.2637,California,CA
94610,37.8126,-122.2443,California,CA
94611,37.8471,-122.2223,California,CA
94612,37.8085,-122.2668,California,CA
94613,37.7811,-122.1866,California,CA
94614,37.7277,-122.2046,California,CA
94615,37.8067,-122.3004,California,CA
94617,37.8078,-122.2717,California,CA
94618,37.8431,-122.2402,California,CA
94619,37.7878,-122.1884,California,CA
94620,37.8244,-122.2316,California,CA
94621,37.7589,-122.1853,California,CA
94622,37.799,-122.2337,California,CA
94623,37.8044,-122.2708,California,CA
94624,37.8044,-122.2708,California,CA
94649,37.8044,-122.2708,California,CA
94659,37.8044,-122.2708,California,CA
94660,37.8044,-122.2708,California,CA
94661,37.8044,-122.2708,California,CA
94662,37.8313,-122.2852,California,CA
94666,37.8044,-122.2708,California,CA
94701,37.8606,-122.2967,California,CA
94702,37.8656,-122.2851,California,CA
94703,37.863,-122.2749,California,CA
94704,37.8664,-122.257,California,CA
94705,37.8571,-122.25,California,CA
94706,37.89,-122.2954,California,CA
94707,37.8927,-122.2761,California,CA
94708,37.8918,-122.2604,California,CA
94709,37.8784,-122.2655,California,CA
94710,37.8696,-122.2959,California,CA
94712,37.8716,-122.2727,California,CA
94720,37.8738,-122.2549,California,CA
95646,38.6918,-120.0736,California,CA
96120,38.7713,-119.8327,California,CA
95601,38.4194,-120.823,California,CA
95629,38.5234,-120.6763,California,CA
95640,38.3324,-120.9418,California,CA
95642,38.3545,-120.7573,California,CA
95644,38.6707,-120.1135,California,CA
95654,38.3515,-120.7752,California,CA
95665,38.4049,-120.6544,California,CA
95666,38.4319,-120.5719,California,CA
95669,38.4916,-120.8819,California,CA
95675,38.5463,-120.743,California,CA
95685,38.4175,-120.7951,California,CA
95689,38.4765,-120.6017,California,CA
95699,38.4411,-120.8533,California,CA
95914,39.3885,-121.4052,California,CA
95916,39.6776,-121.3689,California,CA
95917,39.4162,-121.7189,California,CA
95926,39.7458,-121.8444,California,CA
95927,39.8117,-121.9398,California,CA
95928,39.7224,-121.8113,California,CA
95929,39.7301,-121.8414,California,CA
95930,39.5327,-121.1575,California,CA
95938,39.633,-121.7886,California,CA
95940,39.622,-121.2669,California,CA
95941,39.521,-121.2423,California,CA
95942,39.8821,-121.6728,California,CA
95948,39.3532,-121.7137,California,CA
